district,traffic,weather,intervention,density,stress,roi
Cheras,6361.322308114171,2,1,9500,55.8,0.072
Cheras,7531.396109351159,2,0,9500,67.7,0.0
Bangsar,5476.919136508881,1,1,6500,30.4,0.049
Bukit Bintang,6866.720786197384,0,0,11000,43.3,0.0
Bangsar,4525.893670542442,0,0,6500,31.6,0.0
Cheras,6825.970994644861,1,0,9500,43.1,0.0
Bangsar,4422.774093101206,0,1,6500,25.1,0.049
Cheras,6389.843066054372,1,0,9500,40.9,0.0
Bangsar,5049.666818756677,1,3,6500,34.2,0.0
Cheras,7669.5576270260135,2,1,9500,62.3,0.072
Cheras,6564.8875111715815,1,0,9500,41.8,0.0
Cheras,7607.441744392532,2,3,9500,68.0,0.0
Cheras,7181.493925417058,2,2,9500,65.9,0.135
Bukit Bintang,7492.898630953972,0,0,11000,46.5,0.0
Bangsar,4982.121389658214,0,2,6500,48.9,0.012
Cheras,6043.653737306043,0,2,9500,54.2,0.018
Cheras,7020.605974500247,2,2,9500,65.1,0.135
Bangsar,5695.551578811384,1,1,6500,31.5,0.049
Bukit Bintang,8673.39150406122,2,1,11000,67.4,0.083
Bangsar,4641.8515722636275,0,2,6500,47.2,0.012
Bangsar,5314.505075591181,1,3,6500,35.6,0.0
Cheras,6864.997824630153,2,3,9500,64.3,0.0
Cheras,7191.811844430171,2,0,9500,66.0,0.0
Cheras,6715.081558643335,2,3,9500,63.6,0.0
Bukit Bintang,7214.554520514284,0,3,11000,45.1,0.0
Cheras,6976.860429696308,1,2,9500,43.9,0.135
Bangsar,6226.473411321125,2,2,6500,61.1,0.092
Bangsar,5007.764662591957,0,2,6500,49.0,0.012
Cheras,6802.688612942195,1,1,9500,37.0,0.072
Bangsar,4245.233891367893,0,0,6500,30.2,0.0
Bukit Bintang,7752.456936451547,1,3,11000,47.8,0.0
Cheras,7208.334553178079,2,3,9500,66.0,0.0
Bukit Bintang,7586.873829950975,0,1,11000,40.9,0.083
Cheras,5482.213489227297,0,2,9500,51.4,0.018
Bukit Bintang,7892.2054903524395,1,1,11000,42.5,0.083
Cheras,6207.952175124538,0,0,9500,40.0,0.0
Cheras,7387.47915741914,2,1,9500,60.9,0.072
Bangsar,5283.969956011753,2,3,6500,56.4,0.0
Bukit Bintang,7724.578329367542,0,0,11000,47.6,0.0
Bangsar,5534.968143061071,2,2,6500,57.7,0.092
Cheras,7385.64276000982,1,1,9500,39.9,0.072
Bukit Bintang,6476.903504691753,0,1,11000,35.4,0.083
Bangsar,6094.022398529916,1,1,6500,33.5,0.049
Bukit Bintang,7999.71586185186,1,3,11000,49.0,0.0
Cheras,7196.126762613476,1,2,9500,45.0,0.135
Bangsar,4828.057233471907,2,2,6500,54.1,0.092
Bukit Bintang,8487.738669671171,2,3,11000,72.4,0.0
Bangsar,6401.083803586488,2,2,6500,62.0,0.092
Bangsar,5839.144738838823,2,2,6500,59.2,0.092
Bangsar,4831.931185855094,2,3,6500,54.2,0.0
Cheras,6497.200400274113,0,3,9500,41.5,0.0
Cheras,6866.682268117156,2,1,9500,58.3,0.072
Bangsar,5786.406726424472,1,0,6500,37.9,0.0
Cheras,6517.767431654345,2,1,9500,56.6,0.072
Cheras,7670.449234573158,2,0,9500,68.4,0.0
Cheras,5555.20622620214,0,0,9500,36.8,0.0
Bukit Bintang,8274.372752360192,2,1,11000,65.4,0.083
Cheras,5170.539745156624,0,3,9500,34.9,0.0
Bukit Bintang,8532.325742814466,2,1,11000,66.7,0.083
Bukit Bintang,8227.069214416779,0,3,11000,50.1,0.0
Bangsar,5522.103386590315,2,1,6500,51.6,0.049
Bukit Bintang,8040.601330567615,0,2,11000,64.2,0.021
Bukit Bintang,9226.366050371513,2,1,11000,70.1,0.083
Cheras,6309.308385952689,0,1,9500,34.5,0.072
Bukit Bintang,8753.777358583875,2,3,11000,73.8,0.0
Cheras,5556.568405434912,0,0,9500,36.8,0.0
Bukit Bintang,9606.873575052878,2,1,11000,72.0,0.083
Bukit Bintang,8393.985409088891,1,2,11000,51.0,0.156
Bukit Bintang,9136.990326384912,1,2,11000,54.7,0.156
Bangsar,4737.7721557699415,2,0,6500,53.7,0.0
Cheras,7178.671101565491,2,0,9500,65.9,0.0
Bangsar,4808.370191034494,0,0,6500,33.0,0.0
Bangsar,5504.80671683919,2,2,6500,57.5,0.092
Cheras,7210.444063371107,2,1,9500,60.1,0.072
Cheras,8172.8668185814895,2,0,9500,70.9,0.0
Cheras,6214.064057693635,0,0,9500,40.1,0.0
Cheras,6571.0150828502665,1,0,9500,41.9,0.0
Cheras,6407.59333299422,1,1,9500,35.0,0.072
Bangsar,5041.855298049384,2,0,6500,55.2,0.0
Bukit Bintang,8707.3172791381,2,0,11000,73.5,0.0
Bangsar,5697.218374369891,2,2,6500,58.5,0.092
Bukit Bintang,9560.946614960887,1,0,11000,56.8,0.0
Cheras,7218.460118062285,1,1,9500,39.1,0.072
Bangsar,5183.763231613282,2,3,6500,55.9,0.0
Cheras,6817.028082731495,0,3,9500,43.1,0.0
Bukit Bintang,8731.266396101151,2,3,11000,73.7,0.0
Cheras,7378.834824403945,2,1,9500,60.9,0.072
Bangsar,5402.28246120826,2,2,6500,57.0,0.092
Cheras,6800.183325044081,2,3,9500,64.0,0.0
Cheras,7178.353503618876,1,3,9500,44.9,0.0
Bangsar,5078.257414457688,1,2,6500,34.4,0.092
Bukit Bintang,6675.307795696913,0,2,11000,57.4,0.021
Bukit Bintang,7203.265334288199,0,2,11000,60.0,0.021
Cheras,6771.419015807626,1,1,9500,36.9,0.072
Bukit Bintang,8592.702551993167,1,2,11000,52.0,0.156
Cheras,6914.587042373834,1,1,9500,37.6,0.072
Bukit Bintang,8496.212883104046,2,1,11000,66.5,0.083
Bukit Bintang,8662.095164312643,2,0,11000,73.3,0.0
Bangsar,5780.259341869495,2,1,6500,52.9,0.049
Bukit Bintang,8044.66110969918,2,3,11000,70.2,0.0
Bukit Bintang,7567.024694332893,0,2,11000,61.8,0.021
Bangsar,4329.630905201007,0,2,6500,45.6,0.012
Bukit Bintang,8069.333513881777,0,0,11000,49.3,0.0
Bangsar,4910.452683460849,2,3,6500,54.6,0.0
Bangsar,5250.57225351705,2,0,6500,56.3,0.0
Bangsar,4877.250515202711,2,3,6500,54.4,0.0
Bukit Bintang,8516.210259784668,1,3,11000,51.6,0.0
Bangsar,5435.747288546178,1,3,6500,36.2,0.0
Cheras,7203.742833520692,1,2,9500,45.0,0.135
Cheras,6889.689014845735,1,0,9500,43.4,0.0
Bangsar,5576.747945914716,1,2,6500,36.9,0.092
Bukit Bintang,8833.890017025647,2,1,11000,68.2,0.083
Bangsar,4965.838932196942,0,0,6500,33.8,0.0
Bangsar,4729.521728156059,0,2,6500,47.6,0.012
Bangsar,5712.541328351004,2,3,6500,58.6,0.0
Bukit Bintang,9442.406985473875,2,1,11000,71.2,0.083
Cheras,7212.310246525822,1,1,9500,39.1,0.072
Bukit Bintang,8394.752131237721,2,3,11000,72.0,0.0
Cheras,7646.9025806037,1,1,9500,41.2,0.072
Cheras,6668.027455066877,0,1,9500,36.3,0.072
Bangsar,4159.459850969452,0,1,6500,23.8,0.049
Bangsar,4492.002919781862,2,3,6500,52.5,0.0
Cheras,7261.070262908339,1,3,9500,45.3,0.0
Bukit Bintang,6851.338118429843,0,2,11000,58.3,0.021
Bangsar,5091.06161406067,0,1,6500,28.5,0.049
Bangsar,5104.089041082526,0,0,6500,34.5,0.0
Cheras,5407.942168056577,0,3,9500,36.0,0.0
Cheras,7295.655780334827,1,2,9500,45.5,0.135
Bangsar,5244.192882283901,2,0,6500,56.2,0.0
Bukit Bintang,7747.558967829836,2,2,11000,68.7,0.156
Bukit Bintang,8242.522667199364,2,1,11000,65.2,0.083
Bangsar,5546.040957111883,2,2,6500,57.7,0.092
Cheras,6672.4121717606995,2,3,9500,63.4,0.0
Cheras,6680.198218457673,1,0,9500,42.4,0.0
Bangsar,5331.971034993407,1,1,6500,29.7,0.049
Cheras,6254.733291829603,0,0,9500,40.3,0.0
Bangsar,4011.555233070361,0,2,6500,44.1,0.012
Bukit Bintang,8782.380909483049,2,2,11000,73.9,0.156
Cheras,6960.767211013165,2,3,9500,64.8,0.0
Cheras,5869.628048687862,0,1,9500,32.3,0.072
Cheras,7491.607316696539,2,0,9500,67.5,0.0
Cheras,6888.381496376915,1,3,9500,43.4,0.0
Bukit Bintang,8809.435898917447,2,0,11000,74.0,0.0
Cheras,7354.463219312234,2,2,9500,66.8,0.135
Bangsar,5554.216767691515,2,0,6500,57.8,0.0
Bangsar,4311.121140403554,0,0,6500,30.6,0.0
Bangsar,5013.114160752151,2,3,6500,55.1,0.0
Bangsar,5133.145185216751,0,1,6500,28.7,0.049
Cheras,5932.312076095954,2,0,9500,59.7,0.0
Bangsar,6518.279141946245,1,1,6500,35.6,0.049
Bangsar,5164.834311628427,1,3,6500,34.8,0.0
Bukit Bintang,9210.815138975868,2,0,11000,76.1,0.0
Cheras,5781.577513984502,0,3,9500,37.9,0.0
Cheras,7478.86536156256,2,1,9500,61.4,0.072
Bukit Bintang,8052.786765658401,2,0,11000,70.3,0.0
Bukit Bintang,7794.446280555708,2,0,11000,69.0,0.0
Bangsar,5206.886727410284,2,0,6500,56.0,0.0
Bukit Bintang,7218.586448869475,0,3,11000,45.1,0.0
Cheras,5823.7362300973045,0,3,9500,38.1,0.0
Bukit Bintang,8396.035585671847,2,1,11000,66.0,0.083
Cheras,7165.977064034124,2,3,9500,65.8,0.0
Cheras,6874.844282026113,1,0,9500,43.4,0.0
Cheras,7239.505056616006,2,0,9500,66.2,0.0
Bukit Bintang,8319.460113174355,1,0,11000,50.6,0.0
Cheras,7084.3595271050035,1,3,9500,44.4,0.0
Cheras,7417.001308988742,2,3,9500,67.1,0.0
Cheras,5865.281460895098,0,1,9500,32.3,0.072
Cheras,6923.422472235432,2,1,9500,58.6,0.072
Cheras,7117.0322013711575,2,1,9500,59.6,0.072
Bangsar,6223.562918860304,2,0,6500,61.1,0.0
Cheras,6037.0758845078335,0,1,9500,33.2,0.072
Cheras,6789.398014497492,1,2,9500,42.9,0.135
Cheras,5610.460270904655,0,0,9500,37.1,0.0
Cheras,7961.666875896647,2,0,9500,69.8,0.0
Cheras,6644.900197123775,2,0,9500,63.2,0.0
Cheras,5336.001596709305,0,0,9500,35.7,0.0
Cheras,6014.612680153202,2,1,9500,54.1,0.072
Bangsar,5717.103946923833,1,1,6500,31.6,0.049
Bangsar,5176.857976984176,1,1,6500,28.9,0.049
Bangsar,4230.461844575361,2,3,6500,51.2,0.0
Bukit Bintang,8991.177090687284,1,1,11000,48.0,0.083
Bangsar,5300.41346304989,1,2,6500,35.5,0.092
Bukit Bintang,8522.021874296996,2,3,11000,72.6,0.0
Bukit Bintang,7889.334255599557,0,0,11000,48.4,0.0
Bukit Bintang,7159.917668760291,0,0,11000,44.8,0.0
Bukit Bintang,8907.74191690643,2,2,11000,74.5,0.156
Cheras,7126.361090193718,1,1,9500,38.6,0.072
Cheras,7926.343177844915,1,1,9500,42.6,0.072
Bangsar,4575.210220370901,1,1,6500,25.9,0.049
Bukit Bintang,7407.626892195936,0,1,11000,40.0,0.083
Bukit Bintang,9109.012125227298,2,0,11000,75.5,0.0
Bangsar,5810.406524349577,2,2,6500,59.1,0.092
Cheras,7491.422843161451,1,0,9500,46.5,0.0
Bangsar,3977.0187421278806,0,0,6500,28.9,0.0
Bangsar,5115.770912011136,0,2,6500,49.6,0.012
Bukit Bintang,7464.37792316643,0,0,11000,46.3,0.0
Cheras,7434.168855560567,2,0,9500,67.2,0.0
Bukit Bintang,8665.585765572392,1,0,11000,52.3,0.0
Bukit Bintang,7452.363667329659,0,3,11000,46.3,0.0
Bangsar,5558.10579194499,2,3,6500,57.8,0.0
Bangsar,6061.0988468597125,2,3,6500,60.3,0.0
Bangsar,4923.070638444447,0,2,6500,48.6,0.012
Cheras,5987.095169553351,0,1,9500,32.9,0.072
Bangsar,5466.599442233286,2,1,6500,51.3,0.049
Bukit Bintang,8144.257747530602,2,3,11000,70.7,0.0
Bukit Bintang,7967.604465388744,1,2,11000,48.8,0.156
Bangsar,4891.057458957714,2,0,6500,54.5,0.0
Cheras,6136.0418037244035,2,3,9500,60.7,0.0
Bangsar,4682.0444601575255,0,1,6500,26.4,0.049
Bukit Bintang,8331.619214685828,1,1,11000,44.7,0.083
Bangsar,5466.97330220404,2,2,6500,57.3,0.092
Bukit Bintang,6861.085159924929,0,3,11000,43.3,0.0
Bangsar,4551.298170284719,0,0,6500,31.8,0.0
Cheras,7650.892535833904,2,1,9500,62.3,0.072
Cheras,7417.075829790214,2,1,9500,61.1,0.072
Bukit Bintang,6887.329377255403,0,3,11000,43.4,0.0
Bukit Bintang,8281.092543896362,1,1,11000,44.4,0.083
Bukit Bintang,8824.126288509116,1,3,11000,53.1,0.0
Bukit Bintang,7680.225210743399,2,3,11000,68.4,0.0
Bangsar,5235.024223853531,2,3,6500,56.2,0.0
Bangsar,4820.793907478793,1,0,6500,33.1,0.0
Bangsar,4603.194719623504,0,3,6500,32.0,0.0
Bangsar,5705.144303240584,2,3,6500,58.5,0.0
Bangsar,5771.804757230123,2,2,6500,58.9,0.092
Bangsar,6092.667904751987,1,2,6500,39.5,0.092
Bangsar,4697.140858809618,1,1,6500,26.5,0.049
Bangsar,5421.26439850546,2,2,6500,57.1,0.092
Cheras,6753.027637621659,2,2,9500,63.8,0.135
Cheras,7098.789434598359,2,1,9500,59.5,0.072
Cheras,7004.657159820988,2,2,9500,65.0,0.135
Bukit Bintang,8150.881128637178,2,1,11000,64.8,0.083
Bangsar,5223.54973451278,1,0,6500,35.1,0.0
Cheras,6360.813954184787,2,3,9500,61.8,0.0
Bukit Bintang,7417.44637012475,0,1,11000,40.1,0.083
Cheras,6260.369096548076,1,2,9500,40.3,0.135
Bangsar,5293.731798603245,2,3,6500,56.5,0.0
Cheras,5971.114832527148,1,3,9500,38.9,0.0
Bukit Bintang,7081.843751073375,0,1,11000,38.4,0.083
Bukit Bintang,8545.379975198643,1,0,11000,51.7,0.0
Cheras,6808.015469817667,2,3,9500,64.0,0.0
Cheras,6878.270854256214,1,3,9500,43.4,0.0
Cheras,7002.39490446805,1,3,9500,44.0,0.0
Bukit Bintang,8564.941404670146,1,0,11000,51.8,0.0
Cheras,7260.960212019698,2,2,9500,66.3,0.135
Bangsar,5960.346324437064,2,2,6500,59.8,0.092
Bukit Bintang,6914.5617540468875,0,1,11000,37.6,0.083
Bukit Bintang,7220.629135004607,2,2,11000,66.1,0.156
Bukit Bintang,8045.2058877364825,1,0,11000,49.2,0.0
Bangsar,5201.092647567374,2,2,6500,56.0,0.092
Bukit Bintang,8039.3308240737315,2,0,11000,70.2,0.0
Cheras,6041.134365558805,0,2,9500,54.2,0.018
Bukit Bintang,7451.515827458508,0,0,11000,46.3,0.0
Bukit Bintang,8150.206326586641,1,1,11000,43.8,0.083
Bangsar,6558.395728242487,2,3,6500,62.8,0.0
Bukit Bintang,8955.268427399513,2,0,11000,74.8,0.0
Cheras,7169.827866983464,2,3,9500,65.8,0.0
Bangsar,4483.928317649765,2,0,6500,52.4,0.0
Bukit Bintang,7422.574755763653,0,0,11000,46.1,0.0
Bangsar,6041.801993836733,1,1,6500,33.2,0.049
Cheras,6689.6484861134895,0,0,9500,42.4,0.0
Bangsar,4112.186583571121,2,2,6500,50.6,0.092
Bukit Bintang,8518.806950503089,2,0,11000,72.6,0.0
Bangsar,5941.01451263863,2,0,6500,59.7,0.0
Cheras,6846.215654948501,2,3,9500,64.2,0.0
Bangsar,4851.609532421802,1,1,6500,27.3,0.049
Cheras,6832.500164124996,0,2,9500,58.2,0.018
Cheras,6768.721157791557,1,3,9500,42.8,0.0
Cheras,7375.502071279656,2,1,9500,60.9,0.072
Bangsar,5205.255607845715,2,3,6500,56.0,0.0
Bukit Bintang,8251.696402556981,1,3,11000,50.3,0.0
Bangsar,4170.942262464057,0,3,6500,29.9,0.0
Bukit Bintang,9413.626701786276,1,0,11000,56.1,0.0
Cheras,7135.488777797314,2,2,9500,65.7,0.135
Bangsar,4616.994516796681,2,0,6500,53.1,0.0
Bukit Bintang,8980.691684080366,1,0,11000,53.9,0.0
Bukit Bintang,9090.834807125057,1,0,11000,54.5,0.0
Cheras,6103.740510354686,1,2,9500,39.5,0.135
Cheras,5737.5402649996,0,1,9500,31.7,0.072
Bangsar,6293.299051651497,1,0,6500,40.5,0.0
Bukit Bintang,7750.8838525089295,2,2,11000,68.8,0.156
Bukit Bintang,9247.25737331002,2,3,11000,76.2,0.0
Cheras,6801.731910569011,0,0,9500,43.0,0.0
Cheras,6665.874041930346,2,2,9500,63.3,0.135
Bangsar,5860.264210014639,1,3,6500,38.3,0.0
Bangsar,5098.5619476185175,0,3,6500,34.5,0.0
Bukit Bintang,9547.164380558692,2,3,11000,77.7,0.0
Cheras,6156.986456585568,0,0,9500,39.8,0.0
Bukit Bintang,9163.679620023533,2,2,11000,75.8,0.156
Bangsar,3645.2821015753584,0,1,6500,21.2,0.049
Cheras,7696.975446609949,1,1,9500,41.5,0.072
Bukit Bintang,8908.064585100523,2,0,11000,74.5,0.0
Bangsar,5075.354770016154,1,1,6500,28.4,0.049
Bukit Bintang,9186.581561737996,1,3,11000,54.9,0.0
Bangsar,5571.389992476658,2,3,6500,57.9,0.0
Bangsar,5052.447086779241,2,2,6500,55.3,0.092
Cheras,6617.179667185739,1,1,9500,36.1,0.072
Bukit Bintang,9068.087815631516,2,3,11000,75.3,0.0
Bangsar,5216.854581710143,2,1,6500,50.1,0.049
Bukit Bintang,6865.123869721314,0,0,11000,43.3,0.0
Bukit Bintang,6605.025526406829,0,0,11000,42.0,0.0
Bangsar,5698.582381032162,2,3,6500,58.5,0.0
Bangsar,5672.557658325063,1,3,6500,37.4,0.0
Bukit Bintang,8448.846919685282,2,0,11000,72.2,0.0
Bukit Bintang,6669.50516219735,0,1,11000,36.3,0.083
Cheras,5712.432956670088,0,0,9500,37.6,0.0
Cheras,6918.264940277136,1,2,9500,43.6,0.135
Bukit Bintang,8439.544730141573,1,2,11000,51.2,0.156
Bangsar,5976.681490068915,1,2,6500,38.9,0.092
Bukit Bintang,8411.220067347596,1,3,11000,51.1,0.0
Bukit Bintang,7259.796704874389,0,2,11000,60.3,0.021
Cheras,6839.080516239467,2,0,9500,64.2,0.0
Bangsar,4570.605448569647,0,0,6500,31.9,0.0
Bukit Bintang,8855.415391377655,1,1,11000,47.3,0.083
Cheras,6793.933156600422,2,1,9500,58.0,0.072
Cheras,6866.354976397904,1,0,9500,43.3,0.0
Bukit Bintang,9267.338880362206,2,1,11000,70.3,0.083
Bangsar,5962.378796701307,2,0,6500,59.8,0.0
Bangsar,5857.79141391145,1,0,6500,38.3,0.0
Bangsar,5984.81265179102,1,0,6500,38.9,0.0
Bangsar,5427.541167005512,2,0,6500,57.1,0.0
Bukit Bintang,7013.264372375222,1,2,11000,44.1,0.156
Bukit Bintang,6962.642333245798,0,3,11000,43.8,0.0
Bukit Bintang,6997.518543190752,0,3,11000,44.0,0.0
Bukit Bintang,7221.533616816165,0,2,11000,60.1,0.021
Bangsar,5833.001489906898,2,1,6500,53.2,0.049
Bangsar,4465.77540198511,1,3,6500,31.3,0.0
Bukit Bintang,7528.41073217009,0,2,11000,61.6,0.021
Bukit Bintang,8644.277038732887,2,3,11000,73.2,0.0
Cheras,6351.658484670568,2,2,9500,61.8,0.135
Bangsar,5851.592889344548,2,2,6500,59.3,0.092
Cheras,5989.51083198354,0,3,9500,38.9,0.0
Bukit Bintang,6926.289251799583,0,3,11000,43.6,0.0
Bukit Bintang,7948.94182140521,2,0,11000,69.7,0.0
Cheras,7029.33549847837,1,0,9500,44.1,0.0
Bukit Bintang,8697.320732585285,1,1,11000,46.5,0.083
Cheras,6895.562725964567,1,1,9500,37.5,0.072
Bangsar,4378.5902628633,0,1,6500,24.9,0.049
Cheras,7215.335411067233,2,3,9500,66.1,0.0
Cheras,5381.003217254032,0,3,9500,35.9,0.0
Bukit Bintang,7876.308698082131,2,1,11000,63.4,0.083
Bangsar,5486.086247293565,2,1,6500,51.4,0.049
Cheras,5301.281585675801,0,3,9500,35.5,0.0
Bangsar,4731.728590925965,0,3,6500,32.7,0.0
Bukit Bintang,8999.060132603698,1,3,11000,54.0,0.0
Cheras,6101.585825620116,0,2,9500,54.5,0.018
Bukit Bintang,9024.638096060342,2,1,11000,69.1,0.083
Bangsar,5683.311517149648,2,2,6500,58.4,0.092
Cheras,5941.533930009784,0,0,9500,38.7,0.0
Bangsar,4345.5077696932,0,1,6500,24.7,0.049
Bukit Bintang,9047.116102911365,1,1,11000,48.2,0.083
Bukit Bintang,7719.129432628398,0,1,11000,41.6,0.083
Bangsar,5801.764592914487,2,3,6500,59.0,0.0
Cheras,7101.699980749987,1,3,9500,44.5,0.0
Bukit Bintang,8115.480256428337,2,1,11000,64.6,0.083
Bukit Bintang,7629.259726149123,1,0,11000,47.1,0.0
Bangsar,5723.445322387572,1,0,6500,37.6,0.0
Bangsar,5402.992194968799,1,3,6500,36.0,0.0
Bangsar,5726.26259875457,0,2,6500,52.6,0.012
Bukit Bintang,7401.057073408793,0,1,11000,40.0,0.083
Bangsar,6190.7558671940615,2,1,6500,55.0,0.049
Bangsar,4811.434206972744,2,3,6500,54.1,0.0
Cheras,6021.681203267201,0,0,9500,39.1,0.0
Bukit Bintang,7900.90463994135,0,0,11000,48.5,0.0
Bangsar,4022.2024786162215,0,2,6500,44.1,0.012
Bukit Bintang,6858.04768511156,0,3,11000,43.3,0.0
Cheras,5763.84627523871,0,0,9500,37.8,0.0
Cheras,6394.5855391457935,2,1,9500,56.0,0.072
Bukit Bintang,8553.965788053405,2,1,11000,66.8,0.083
Bukit Bintang,8816.796306302293,1,1,11000,47.1,0.083
Bukit Bintang,8307.021557154249,1,0,11000,50.5,0.0
Cheras,6619.500783667757,1,1,9500,36.1,0.072
Cheras,5131.759424301929,0,3,9500,34.7,0.0
Bukit Bintang,7284.801595296728,0,1,11000,39.4,0.083
Cheras,7446.368666058939,1,1,9500,40.2,0.072
Bangsar,5835.070984027652,2,1,6500,53.2,0.049
Bukit Bintang,8348.815910490064,2,3,11000,71.7,0.0
Bangsar,4558.4068807943695,0,1,6500,25.8,0.049
Cheras,6741.364821320624,2,3,9500,63.7,0.0
Bangsar,4632.259914209,0,0,6500,32.2,0.0
Bangsar,5068.6309986513825,2,2,6500,55.3,0.092
Bangsar,5011.4071862551245,2,3,6500,55.1,0.0
Bangsar,4142.845077593056,0,2,6500,44.7,0.012
Cheras,7184.869737715457,2,0,9500,65.9,0.0
Bukit Bintang,8338.838795667285,2,3,11000,71.7,0.0
Bangsar,4856.860072379407,0,0,6500,33.3,0.0
Bukit Bintang,7949.698110426896,2,1,11000,63.7,0.083
Bukit Bintang,8601.423884865964,1,3,11000,52.0,0.0
Cheras,6495.762150086239,1,2,9500,41.5,0.135
Bangsar,4552.567294466144,0,0,6500,31.8,0.0
Bukit Bintang,8460.721028002243,2,1,11000,66.3,0.083
Cheras,7125.769768338108,2,0,9500,65.6,0.0
Bukit Bintang,8230.290640552708,2,1,11000,65.2,0.083
Bukit Bintang,7576.105917822207,2,0,11000,67.9,0.0
Bukit Bintang,8438.319255080154,2,3,11000,72.2,0.0
Bukit Bintang,7129.85714614844,0,0,11000,44.6,0.0
Bangsar,4298.310545860853,0,1,6500,24.5,0.049
Cheras,6573.780296461637,2,2,9500,62.9,0.135
Cheras,6778.3502417244235,2,2,9500,63.9,0.135
Bukit Bintang,8619.228631586342,2,1,11000,67.1,0.083
Bangsar,5297.945781881934,1,0,6500,35.5,0.0
Bangsar,5053.8798146872105,2,3,6500,55.3,0.0
Cheras,7373.112935114221,1,1,9500,39.9,0.072
Bukit Bintang,6915.986875844336,0,2,11000,58.6,0.021
Bangsar,4701.168735526381,0,3,6500,32.5,0.0
Cheras,7112.9587669085595,1,2,9500,44.6,0.135
Bukit Bintang,9206.450035042737,1,2,11000,55.0,0.156
Cheras,7241.118482701854,2,2,9500,66.2,0.135
Bukit Bintang,7622.975522665424,0,3,11000,47.1,0.0
Cheras,6204.736997110642,2,0,9500,61.0,0.0
Cheras,7381.626945300834,1,3,9500,45.9,0.0
Bukit Bintang,8097.666002466179,0,3,11000,49.5,0.0
Bangsar,5961.060250313196,2,1,6500,53.8,0.049
Bukit Bintang,7831.329313537991,1,0,11000,48.2,0.0
Cheras,5961.633992465296,0,3,9500,38.8,0.0
Cheras,7931.203792494193,2,1,9500,63.7,0.072
Bangsar,4671.800125613642,0,3,6500,32.4,0.0
Cheras,6525.557780639281,2,2,9500,62.6,0.135
Bukit Bintang,8699.966056558014,2,2,11000,73.5,0.156
Bangsar,5687.645736548989,2,1,6500,52.4,0.049
Bangsar,4441.632771853943,1,1,6500,25.2,0.049
Cheras,6863.060521214646,2,2,9500,64.3,0.135
Bangsar,5428.936733223543,2,3,6500,57.1,0.0
Bangsar,6333.965791394312,1,1,6500,34.7,0.049
Bangsar,5767.494449809767,0,1,6500,31.8,0.049
Bukit Bintang,7985.359521181644,2,3,11000,69.9,0.0
Bukit Bintang,7871.675320442569,2,1,11000,63.4,0.083
Bangsar,5366.171948854869,0,2,6500,50.8,0.012
Bukit Bintang,8688.137437069294,1,1,11000,46.4,0.083
Bukit Bintang,7983.017772445691,2,0,11000,69.9,0.0
Bukit Bintang,8242.077806209541,2,2,11000,71.2,0.156
Bukit Bintang,6639.975922623702,0,1,11000,36.2,0.083
Bukit Bintang,8435.919453607286,2,1,11000,66.2,0.083
Cheras,7616.341326578804,1,2,9500,47.1,0.135
Cheras,5675.973378161365,0,1,9500,31.4,0.072
Cheras,7888.525164911534,2,0,9500,69.4,0.0
Cheras,7922.197829858317,2,0,9500,69.6,0.0
Cheras,6916.05964144268,1,2,9500,43.6,0.135
Bangsar,4850.433402692206,1,3,6500,33.3,0.0
Bangsar,4402.398791926613,0,3,6500,31.0,0.0
Bangsar,5350.086363680793,0,1,6500,29.8,0.049
Bukit Bintang,8153.152400257912,2,3,11000,70.8,0.0
Bukit Bintang,7755.118700423924,2,0,11000,68.8,0.0
Cheras,5289.578704352012,0,3,9500,35.4,0.0
Bukit Bintang,8316.90133134313,1,1,11000,44.6,0.083
Bukit Bintang,7416.9899306990455,0,2,11000,61.1,0.021
Bukit Bintang,8476.712257133202,2,1,11000,66.4,0.083
Cheras,6302.320333652067,2,2,9500,61.5,0.135
Bangsar,4741.7085748589525,2,3,6500,53.7,0.0
Bukit Bintang,8578.733981415464,1,1,11000,45.9,0.083
Bangsar,5527.28369872535,1,0,6500,36.6,0.0
Cheras,6296.253251478532,2,2,9500,61.5,0.135
Cheras,5812.289872792417,0,0,9500,38.1,0.0
Cheras,7230.751393691907,1,0,9500,45.2,0.0
Cheras,6628.87559202104,2,2,9500,63.1,0.135
Cheras,6441.474895108733,2,1,9500,56.2,0.072
Bukit Bintang,8019.352042576392,2,0,11000,70.1,0.0
Bukit Bintang,8401.916127584615,1,3,11000,51.0,0.0
Bangsar,5643.319864136781,2,0,6500,58.2,0.0
Cheras,7711.123138974789,2,3,9500,68.6,0.0
Bangsar,4604.651872126667,0,1,6500,26.0,0.049
Bukit Bintang,8468.478990391855,1,2,11000,51.3,0.156
Bangsar,5477.905852957297,2,2,6500,57.4,0.092
Cheras,6624.8624150827545,0,3,9500,42.1,0.0
Cheras,6471.145074767203,1,1,9500,35.4,0.072
Cheras,7346.239739210653,2,0,9500,66.7,0.0
Bangsar,4990.543959226548,2,3,6500,55.0,0.0
Bukit Bintang,7041.425367771598,0,0,11000,44.2,0.0
Cheras,6395.004108832755,0,1,9500,35.0,0.072
Bangsar,5087.633817650053,2,3,6500,55.4,0.0
Bangsar,4452.684655587132,0,2,6500,46.3,0.012
